Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
789L14_R2_001 - polya	(1, 0.0255293050796103)	(2, 0.030552257766087824)	(3, 0.03460076839870422)	(4, 0.03866004634683289)	(5, 0.04332229396364911)	(6, 0.047569999933242645)	(7, 0.05243682654479214)	(8, 0.05862803296435179)	(9, 0.06591212190840762)	(10, 0.07631873235102396)	(12, 0.08662574512515174)	(14, 0.09715079603840314)	(16, 0.10699481424550297)	(18, 0.1162950830192328)	(20, 0.1255065214399863)	(22, 0.13468296608532493)	(24, 0.1442981788377889)	(26, 0.15313814487336883)	(28, 0.16230651403207325)	(30, 0.17167946218551094)	(32, 0.18005643365406293)	(34, 0.18845224792476145)	(36, 0.19725452835604843)	(38, 0.20663555199612033)	(40, 0.21561549313335987)	(42, 0.22421857822766972)	(44, 0.2325632477496849)	(46, 0.24040185344262302)	(48, 0.24918259924288544)	(50, 0.2578422127436347)	(52, 0.2660819009394052)	(54, 0.27443195411917654)	(56, 0.2826204975662637)	(58, 0.2911724379118902)	(60, 0.29933944672795276)	(62, 0.30787254427143285)	(64, 0.3168228752910136)	(66, 0.3257032187597646)	(68, 0.3343036120251964)	(70, 0.34272634458467555)	(72, 0.3503280693363436)	(74, 0.35830126647318516)	(76, 0.3664332815138329)	(78, 0.374234201602478)	(80, 0.381717485883511)	(82, 0.3898279662931341)	(84, 0.3978711509808055)	(86, 0.406110839176576)	(88, 0.41414056471985705)	(90, 0.421893031888697)	(92, 0.43025385238398056)	(94, 0.43849084875087296)	(96, 0.44655287624069084)	(98, 0.4540980725859194)	(100, 0.4615059856583664)	(102, 0.4687846909446661)	(104, 0.4764483277605297)	(106, 0.48427616613795554)	(108, 0.491856356258599)	(110, 0.49935579151290044)	(112, 0.5064326096333449)	(114, 0.5137382332084253)	(116, 0.5214745494039967)	(118, 0.528850160529907)	(120, 0.5366591561051863)	(122, 0.544091295637536)	(124, 0.551267711426469)	(126, 0.5584468190442802)	(128, 0.5653325173143817)	(130, 0.5724820148145341)	(132, 0.5799679909244451)	(134, 0.5872009351198176)	(136, 0.5941969983739199)	(138, 0.6010692374996313)
789L14_R2_001 - polyg	(1, 0.2820336788708445)	(2, 0.284456324861107)	(3, 0.2861575607120469)	(4, 0.2879772370336218)	(5, 0.28975922775090374)	(6, 0.29165965893882073)	(7, 0.2939530971429359)	(8, 0.2959504341704634)	(9, 0.2981146645884312)	(10, 0.3014363814239689)	(12, 0.3065024033724955)	(14, 0.30917269761954036)	(16, 0.3108577824972118)	(18, 0.3121929296207342)	(20, 0.3133450323805479)	(22, 0.3144998269692397)	(24, 0.3156196277825166)	(26, 0.31662906361179266)	(28, 0.31754966908809235)	(30, 0.318467582735514)	(32, 0.31943664113161907)	(34, 0.32050529719621257)	(36, 0.3215739532608061)	(38, 0.32244072215954445)	(40, 0.32327788094062404)	(42, 0.32422809653458257)	(44, 0.3253236708879568)	(46, 0.3263142639150864)	(48, 0.32732100791548435)	(50, 0.32820931144524723)	(52, 0.3291810616702303)	(54, 0.33017703835511597)	(56, 0.33105995822712275)	(58, 0.33212861429171625)	(60, 0.3329065528374784)	(62, 0.33385946026031493)	(64, 0.3350007957046164)	(66, 0.33611521286013707)	(68, 0.3370761957696079)	(70, 0.33811524171654267)	(72, 0.33928618727850285)	(74, 0.34043290638056045)	(76, 0.34308166599658074)	(78, 0.345224361783524)	(80, 0.34687445288578056)	(82, 0.34875873310042915)	(84, 0.3509956428981048)	(86, 0.3535286538723681)	(88, 0.3560939667931683)	(90, 0.35831203378869747)	(92, 0.36042511945798195)	(94, 0.3627670105819023)	(96, 0.3648208760158693)	(98, 0.3669770309472029)	(100, 0.368998594434633)	(102, 0.3710174660931851)	(104, 0.3732059229710555)	(106, 0.3756904810255136)	(108, 0.3780242966627998)	(110, 0.3802854329203781)	(112, 0.38285882132781246)	(114, 0.38567178250539497)	(116, 0.3884147561321477)	(118, 0.3917768504008564)	(120, 0.39536236646644485)	(122, 0.39929512845730425)	(124, 0.40370703598846003)	(126, 0.40847426493152095)	(128, 0.41418363398190616)	(130, 0.41943808395189763)	(132, 0.4258527121683371)	(134, 0.4337478462677147)	(136, 0.44246937183265955)	(138, 0.45234300015741813)
789L4_R1_001 - illumina_universal_adapter	(1, 0.0058480198175831)	(2, 0.0058903967727829765)	(3, 0.0059645564443827626)	(4, 0.00618703545918212)	(5, 0.006282383608381844)	(6, 0.006383028876981553)	(7, 0.006441297190381385)	(8, 0.006488971264981247)	(9, 0.006573725175381002)	(10, 0.006875660981180129)	(12, 0.0071987852645791954)	(14, 0.0075086667494782995)	(16, 0.0077735227194775346)	(18, 0.008149618196876447)	(20, 0.00856014495037526)	(22, 0.008949483226274136)	(24, 0.00938384701707288)	(26, 0.009775833852671747)	(28, 0.010281708755370286)	(30, 0.010832609172968695)	(32, 0.011444426463666925)	(34, 0.012069486552865119)	(36, 0.012736923597263191)	(38, 0.013430846238661184)	(40, 0.014206874230758941)	(42, 0.01521862403615602)	(44, 0.016137674252053362)	(46, 0.017318931878249948)	(48, 0.018508135183546513)	(50, 0.0199304117424424)	(52, 0.021561924517637686)	(54, 0.023405322068832356)	(56, 0.025259313858827)	(58, 0.0275423723202204)	(60, 0.03031541432611239)	(62, 0.03310434769020433)	(64, 0.0364044530763948)	(66, 0.040107139536984096)	(68, 0.04447726304197146)	(70, 0.0495836861435567)	(72, 0.05619978827413759)	(74, 0.06351775872521642)	(76, 0.07188191025779225)	(78, 0.08094793011086607)	(80, 0.09195534422403426)	(82, 0.1056748834699946)	(84, 0.12214362768454701)	(86, 0.14099607562909253)	(88, 0.1624202750423306)	(90, 0.18800536174425667)	(92, 0.21842671845836875)	(94, 0.25496624807946316)	(96, 0.2959553579965447)	(98, 0.34116097495601405)	(100, 0.3924609277851658)	(102, 0.4534148807207896)	(104, 0.5247909160758834)	(106, 0.6042212214786538)	(108, 0.6901510923852054)	(110, 0.7862302440621278)	(112, 0.8971466271784072)	(114, 1.0269631323138322)	(116, 1.1685922137112228)	(118, 1.3177617445744916)	(120, 1.4804574698256214)	(122, 1.6638993632067913)	(124, 1.8700791416123954)	(126, 2.0948359177537457)	(128, 2.329482415814868)	(130, 2.5721461040878664)	(132, 2.84086102556999)	(134, 3.138116826379231)	(136, 3.4572232447134086)	(138, 3.7859545289973586)
789L4_R1_001 - polya	(1, 0.02191418295773667)	(2, 0.023524507255332013)	(3, 0.02503418628432765)	(4, 0.02643262580592361)	(5, 0.028366074386918023)	(6, 0.02986515917711369)	(7, 0.03180920199690807)	(8, 0.03444716745810045)	(9, 0.03806510000828999)	(10, 0.0426285683713768)	(12, 0.04621471820516644)	(14, 0.04968697997185641)	(16, 0.05282287465664734)	(18, 0.05585812407283857)	(20, 0.0586523545563305)	(22, 0.06136447968912266)	(24, 0.06426994968001426)	(26, 0.0669529406561065)	(28, 0.0696544715500987)	(30, 0.07219179174269137)	(32, 0.07466554650248422)	(34, 0.0772320008517768)	(36, 0.07987791199206914)	(38, 0.08257149720696137)	(40, 0.08503995484735424)	(42, 0.0875825721593469)	(44, 0.0901384322698395)	(46, 0.09269694094003211)	(48, 0.09533490640122448)	(50, 0.09794108914601696)	(52, 0.1009339616070083)	(54, 0.10352425299360082)	(56, 0.10648799129789224)	(58, 0.10932989585598404)	(60, 0.11217709753347581)	(62, 0.11526531814366689)	(64, 0.11859455768655727)	(66, 0.12186552891604782)	(68, 0.12467829931743968)	(70, 0.12781154544253062)	(72, 0.1311805133809209)	(74, 0.1342131142374121)	(76, 0.13745495131020274)	(78, 0.14001610854009536)	(80, 0.14303281803838663)	(82, 0.14606806745457784)	(84, 0.14887289217686978)	(86, 0.15189489879456103)	(88, 0.1548718798973524)	(90, 0.15807928569404314)	(92, 0.16177667503523246)	(94, 0.16522509976462252)	(96, 0.16860731050151273)	(98, 0.17174320518630365)	(100, 0.1749823936993943)	(102, 0.1778190011380861)	(104, 0.18100521845717688)	(106, 0.18435564647766722)	(108, 0.18767164322205765)	(110, 0.191011477003748)	(112, 0.1943910391809382)	(114, 0.1975428252239291)	(116, 0.20056483184162038)	(118, 0.20366099813091143)	(120, 0.20705115454690162)	(122, 0.20987451918709346)	(124, 0.2127323151033852)	(126, 0.21593707234037596)	(128, 0.2191789094131666)	(130, 0.2221161621204581)	(132, 0.22551161565584826)	(134, 0.2285839449078394)	(136, 0.23182313342093003)	(138, 0.23513913016532045)
789L4_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00032842140279905086)	(4, 0.0004767407459986222)	(5, 0.0005667917757983619)	(6, 0.0006568428055981017)	(7, 0.0009640757307972139)	(8, 0.0013719539245960351)	(9, 0.002277761341993417)	(10, 0.0030776263713911053)	(12, 0.003975488109688511)	(14, 0.005069343265785349)	(16, 0.006112875787582334)	(18, 0.007182893906379242)	(20, 0.008165509555076401)	(22, 0.009068668412773793)	(24, 0.010109552374870785)	(26, 0.011118653620567867)	(28, 0.012199265978164744)	(30, 0.01333549808946146)	(32, 0.014635940902157703)	(34, 0.016129728572953386)	(36, 0.017506979616949407)	(38, 0.018998118728045094)	(40, 0.020544877592840627)	(42, 0.022038665263636306)	(44, 0.023603964046331784)	(46, 0.02523547682152707)	(48, 0.02682461264152248)	(50, 0.028392559983917945)	(52, 0.030074395393413084)	(54, 0.03153640034780886)	(56, 0.03311759048870429)	(58, 0.03476499462209953)	(60, 0.03651304402409448)	(62, 0.03826374198578942)	(64, 0.03988995764158472)	(66, 0.04149763337948007)	(68, 0.044236244109272155)	(70, 0.08483866431015483)	(72, 0.09514156154312504)	(74, 0.0980284916161167)	(76, 0.09993545460011119)	(78, 0.10175766367370592)	(80, 0.10379175752330004)	(82, 0.10569872050729454)	(84, 0.10764011476738891)	(86, 0.10942789256488375)	(88, 0.11130572139217831)	(90, 0.11327624980897263)	(92, 0.11530769509886676)	(94, 0.11738416590366077)	(96, 0.11947917662635471)	(98, 0.12154240463264875)	(100, 0.12361887543744274)	(102, 0.12593106805553606)	(104, 0.12842601129292885)	(106, 0.1308547405378218)	(108, 0.13345297760351432)	(110, 0.1361571570572065)	(112, 0.13886663363029866)	(114, 0.14198928551658965)	(116, 0.14542181888777972)	(118, 0.14893910616936956)	(120, 0.15282189468955834)	(122, 0.15709931860504597)	(124, 0.16149857626673325)	(126, 0.16610177302531998)	(128, 0.17128235579850498)	(130, 0.1775329566904869)	(132, 0.18406430491066805)	(134, 0.19135314120504698)	(136, 0.1994815709243235)	(138, 0.20838602863569777)
789L4_R2_001 - illumina_universal_adapter	(1, 0.005858614056383068)	(2, 0.005900991011582946)	(3, 0.005991042041382686)	(4, 0.006197629697982088)	(5, 0.006292977847181813)	(6, 0.006404217354581492)	(7, 0.006457188548581338)	(8, 0.006499565503781216)	(9, 0.006589616533580956)	(10, 0.006886255219980099)	(12, 0.007204082383979181)	(14, 0.007516612428578278)	(16, 0.00780265687617745)	(18, 0.008189346592376332)	(20, 0.008623710383175078)	(22, 0.009060722733673815)	(24, 0.009508329322972521)	(26, 0.009929450315271305)	(28, 0.010448568016469803)	(30, 0.010991522754968234)	(32, 0.011733119470966091)	(34, 0.012506498903363857)	(36, 0.013327552410361484)	(38, 0.01418038863375902)	(40, 0.015086196051156402)	(42, 0.016267453677352987)	(44, 0.017395740109549723)	(46, 0.018873636422145457)	(48, 0.02039126113024107)	(50, 0.022083690778536176)	(52, 0.02397211384463072)	(54, 0.02618630975382432)	(56, 0.02826278055861832)	(58, 0.030861017624310812)	(60, 0.033991615189701764)	(62, 0.037191075307292515)	(64, 0.04095732720068163)	(66, 0.04506524329536976)	(68, 0.05000745569555548)	(70, 0.055601213781939315)	(72, 0.06272319081521874)	(74, 0.070589413124196)	(76, 0.07932966013417074)	(78, 0.08883269233774327)	(80, 0.10039895254760985)	(82, 0.11466674365146862)	(84, 0.13165195700751953)	(86, 0.15127513582476282)	(88, 0.173361475162999)	(90, 0.1995504334765233)	(92, 0.23036377702623423)	(94, 0.26741712722912714)	(96, 0.3088353038176075)	(98, 0.35445144753057567)	(100, 0.4061195501580263)	(102, 0.46712117716825)	(104, 0.5387196915381431)	(106, 0.618364530276613)	(108, 0.7040666250489652)	(110, 0.7998756236364883)	(112, 0.9105668791782684)	(114, 1.039782161261795)	(116, 1.180987473107187)	(118, 1.3285652195907605)	(120, 1.4898227769247945)	(122, 1.6712332250160702)	(124, 1.875031948251381)	(126, 2.09685412024514)	(128, 2.3279568454276722)	(130, 2.5672197830458807)	(132, 2.831882408187016)	(134, 3.1243813957750706)	(136, 3.438174803351064)	(138, 3.7604806818028322)
789L4_R2_001 - polya	(1, 0.21036450273159205)	(2, 0.2168481768771733)	(3, 0.22176390368035911)	(4, 0.22700275476694395)	(5, 0.232871963062127)	(6, 0.23859285201411046)	(7, 0.24419720433929426)	(8, 0.2513959896038735)	(9, 0.25874309421165226)	(10, 0.26953067786972107)	(12, 0.28172729528818585)	(14, 0.2932299900652525)	(16, 0.3040678963576212)	(18, 0.31483164297839017)	(20, 0.32512659453226034)	(22, 0.3359247724291292)	(24, 0.3461985355053995)	(26, 0.3560803117460709)	(28, 0.3664732600088409)	(30, 0.3765722181449117)	(32, 0.3866658791615825)	(34, 0.3963198792680546)	(36, 0.4068293641576243)	(38, 0.4169097823757951)	(40, 0.42628568371376807)	(42, 0.43587611838744034)	(44, 0.44525201972541323)	(46, 0.45436571365308687)	(48, 0.46384226025965947)	(50, 0.47297714266493307)	(52, 0.48187630325690733)	(54, 0.49116745068448053)	(56, 0.4998732664183554)	(58, 0.5087432928536297)	(60, 0.5178305011843034)	(62, 0.5270448403805769)	(64, 0.5369027795839483)	(66, 0.5465885624068203)	(68, 0.5570238876247902)	(70, 0.5670592803280612)	(72, 0.5769490022478325)	(74, 0.5860838846531062)	(76, 0.5952902781702796)	(78, 0.6046238025530526)	(80, 0.6139123014209258)	(82, 0.6227161138637003)	(84, 0.6321476349553731)	(86, 0.6412295461666468)	(88, 0.6501181125198212)	(90, 0.6593960171488944)	(92, 0.6687904584047673)	(94, 0.6774300601461423)	(96, 0.6863821919321164)	(98, 0.695164815897291)	(100, 0.7040480851310653)	(102, 0.712454613618841)	(104, 0.721433231001815)	(106, 0.73010461545959)	(108, 0.7389613990963644)	(110, 0.7479320708002385)	(112, 0.7571464099965118)	(114, 0.765743634782687)	(116, 0.7746322011358613)	(118, 0.7832029403250366)	(120, 0.7916703856859121)	(122, 0.7995180680769893)	(124, 0.8077444945051656)	(126, 0.8168475941940393)	(128, 0.8255110329727142)	(130, 0.8336527054904908)	(132, 0.8423240899482657)	(134, 0.8505743534137419)	(136, 0.8590444473343174)	(138, 0.867146391456594)
789L4_R2_001 - polyg	(1, 0.054623895252642135)	(2, 0.05589520390863846)	(3, 0.056160059878637696)	(4, 0.056403727371036994)	(5, 0.05657853231123649)	(6, 0.056753337251435984)	(7, 0.05703408457963517)	(8, 0.057309534788434376)	(9, 0.05822063932523174)	(10, 0.05905228707102934)	(12, 0.060543426182125035)	(14, 0.06161079574122194)	(16, 0.06227558422592003)	(18, 0.06289269863601823)	(20, 0.06336679082231686)	(22, 0.06397066243391514)	(24, 0.06465134227681316)	(26, 0.06538499331371103)	(28, 0.06597827068650933)	(30, 0.06658479085780758)	(32, 0.06720985094700577)	(34, 0.0677528056855042)	(36, 0.06845732256570215)	(38, 0.06912740816980022)	(40, 0.06985311352759813)	(42, 0.07057352176599604)	(44, 0.07118798761639428)	(46, 0.07192428721299214)	(48, 0.07264999257079004)	(50, 0.07330683537638814)	(52, 0.07402459505508607)	(54, 0.07486153992028366)	(56, 0.07563756791238141)	(58, 0.07639240742687922)	(60, 0.07711811278467713)	(62, 0.07796565188867469)	(64, 0.07883173091057218)	(66, 0.07958657042507)	(68, 0.08034140993956781)	(70, 0.08110949225256558)	(72, 0.08191200584166328)	(74, 0.08277543630386078)	(76, 0.0872673935550478)	(78, 0.09009870387433962)	(80, 0.09149714339593558)	(82, 0.09329816399193036)	(84, 0.09544084878922418)	(86, 0.09799670889971679)	(88, 0.10036452127150995)	(90, 0.10248866615090381)	(92, 0.10462340526909764)	(94, 0.10661247360379189)	(96, 0.10867835016978591)	(98, 0.11049526212398067)	(100, 0.11230687695877543)	(102, 0.11410789755477023)	(104, 0.11595924078506488)	(106, 0.11779734121685956)	(108, 0.1197917066709538)	(110, 0.1218310976399479)	(112, 0.12414329025804123)	(114, 0.12660380221933412)	(116, 0.12901134298662714)	(118, 0.13164930844781952)	(120, 0.1343614335806117)	(122, 0.13721658093720346)	(124, 0.14032599002499446)	(126, 0.14355458429928514)	(128, 0.14717781396887464)	(130, 0.15108179096666335)	(132, 0.1552585696135513)	(134, 0.1597266898274384)	(136, 0.164695387824624)	(138, 0.16973029981430948)
789L9_R1_001 - illumina_universal_adapter	(1, 0.00249775431883077)	(2, 0.0025085671080897773)	(3, 0.0025680374490143197)	(4, 0.0026815717362339)	(5, 0.0027680740503059614)	(6, 0.002849169969748519)	(7, 0.0028653891536370305)	(8, 0.002908640310673061)	(9, 0.002968110651597603)	(10, 0.0031735536475187487)	(12, 0.0033087135132563446)	(14, 0.0034709053521414595)	(16, 0.0036466131776003337)	(18, 0.0038763849493542468)	(20, 0.004038576788239361)	(22, 0.004265645362678523)	(24, 0.004400805228416118)	(26, 0.004598138632393008)	(28, 0.004800878430999403)	(30, 0.005000915032291043)	(32, 0.005255015579877724)	(34, 0.005541554495241427)	(36, 0.005892970146159176)	(38, 0.006247088994391676)	(40, 0.006584988658735666)	(42, 0.006976952269374694)	(44, 0.007371619077328473)	(46, 0.007969025683888646)	(48, 0.00858265147433733)	(50, 0.009374688287559642)	(52, 0.010204569863188481)	(54, 0.011188533685758176)	(56, 0.012113027167403333)	(58, 0.013375420313392478)	(60, 0.014994635504928876)	(62, 0.01652464518507846)	(64, 0.018411476910775295)	(66, 0.020430765304894977)	(68, 0.02289337805863397)	(70, 0.026012867759857682)	(72, 0.029754092843474335)	(74, 0.033922423102821786)	(76, 0.03920717385316178)	(78, 0.044929842568491585)	(80, 0.05238796395989212)	(82, 0.0619518760594844)	(84, 0.07301606266876398)	(86, 0.08541562875153103)	(88, 0.10015886690618797)	(90, 0.11759448958633784)	(92, 0.13875782136353057)	(94, 0.16421653367386413)	(96, 0.19253793194051994)	(98, 0.2244653954250548)	(100, 0.2620749796651982)	(102, 0.3079482380965382)	(104, 0.3623392712666615)	(106, 0.42234484525952454)	(108, 0.48951118893916534)	(110, 0.5653034352501796)	(112, 0.653787192953954)	(114, 0.7562059328152746)	(116, 0.87148378230287)	(118, 0.9941143284865908)	(120, 1.1284307966619838)	(122, 1.2823886965263642)	(124, 1.4545904750680057)	(126, 1.641992332110497)	(128, 1.83754703225428)	(130, 2.043963179208736)	(132, 2.270728995548645)	(134, 2.520244920489506)	(136, 2.7884102037048404)	(138, 3.061808876921534)
789L9_R1_001 - polya	(1, 0.008396130859619448)	(2, 0.010683035787899569)	(3, 0.012461739621006331)	(4, 0.014781082917063473)	(5, 0.017024736688307562)	(6, 0.019322454405846692)	(7, 0.02200402614208059)	(8, 0.0266697447073424)	(9, 0.03255730845887207)	(10, 0.04066960360044257)	(12, 0.046597715311693516)	(14, 0.05299888655302605)	(16, 0.05850259628586095)	(18, 0.06372787669527641)	(20, 0.06867743097858717)	(22, 0.07354588934245536)	(24, 0.07844408287678584)	(26, 0.08343688831713261)	(28, 0.08759981218185056)	(30, 0.09166542094323746)	(32, 0.09580131283480789)	(34, 0.09979393526869645)	(36, 0.10432179077090592)	(38, 0.10869556402617453)	(40, 0.11293958381033503)	(42, 0.11757556720513457)	(44, 0.12212775148317678)	(46, 0.12625012738817346)	(48, 0.13048333438307497)	(50, 0.1346922126021437)	(52, 0.13903354748963526)	(54, 0.14315592339463193)	(56, 0.14751888386064152)	(58, 0.1520224105870182)	(60, 0.15679355384755533)	(62, 0.1613619573094861)	(64, 0.1661060685968757)	(66, 0.17069609763732446)	(68, 0.17472115843899005)	(70, 0.17931659387406831)	(72, 0.18366333515618938)	(74, 0.18850205834959533)	(76, 0.19342458065975854)	(78, 0.19793892017539427)	(80, 0.20228566145751534)	(82, 0.20698111519323942)	(84, 0.2112143221881409)	(86, 0.21631525552107778)	(88, 0.2211593851091132)	(90, 0.2263468207561221)	(92, 0.23161805551988837)	(94, 0.2362999932690387)	(96, 0.24114141965975938)	(98, 0.2457611838706704)	(100, 0.2504809663822272)	(102, 0.2556143380829411)	(104, 0.26041251331662574)	(106, 0.26490252405642867)	(108, 0.26940875398012015)	(110, 0.27415016207019505)	(112, 0.2787131591374962)	(114, 0.2834626768195153)	(116, 0.28806622184653785)	(118, 0.2925454197970818)	(120, 0.29752470925085484)	(122, 0.30232829087916896)	(124, 0.30714268529674216)	(126, 0.3115488969197877)	(128, 0.3159118573857973)	(130, 0.32057216955642964)	(132, 0.32633268303416596)	(134, 0.33120925098997844)	(136, 0.335964175066627)	(138, 0.3405893456721676)
789L9_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004108859918422911)	(4, 0.0006271417770224443)	(5, 0.0008542103514616053)	(6, 0.000989370217199201)	(7, 0.0011569684507138198)	(8, 0.001470539339225042)	(9, 0.0021247130893950056)	(10, 0.0027248228932699307)	(12, 0.0033979190246431574)	(14, 0.004152111075458942)	(16, 0.004960367072569765)	(18, 0.0057578102804215795)	(20, 0.006603911039938929)	(22, 0.007331071117607195)	(24, 0.0080447152087017)	(26, 0.008779984878314221)	(28, 0.009634195229775827)	(30, 0.010626268644289779)	(32, 0.011634561242692243)	(34, 0.012640150643779956)	(36, 0.013867402224677326)	(38, 0.014856772441876526)	(40, 0.01586506504027899)	(42, 0.016870654441366706)	(44, 0.017968152551155983)	(46, 0.01914134018575831)	(48, 0.020100975232495245)	(50, 0.020965998373215857)	(52, 0.022128373218559177)	(54, 0.023250200104181225)	(56, 0.02441798134415405)	(58, 0.025477634691536803)	(60, 0.026723808653637438)	(62, 0.02790240268286927)	(64, 0.029091809501360113)	(66, 0.030251481149388686)	(68, 0.03244377417165249)	(70, 0.05695636742182286)	(72, 0.0615301772783831)	(74, 0.06343052499065369)	(76, 0.06502000501172783)	(78, 0.06657704666502492)	(80, 0.0682314034216531)	(82, 0.06979655466689447)	(84, 0.07139684747722759)	(86, 0.07297281151172796)	(88, 0.07449200840261853)	(90, 0.07611662998878443)	(92, 0.07781964429707813)	(94, 0.07949562663222433)	(96, 0.08138245835792116)	(98, 0.08287192007834947)	(100, 0.08458574717590218)	(102, 0.08658881638613336)	(104, 0.08875137423793489)	(106, 0.09080580419714634)	(108, 0.09293051728654135)	(110, 0.0950471207839921)	(112, 0.09743404401291804)	(114, 0.09988043758276852)	(116, 0.1025187581619664)	(118, 0.10518951710894128)	(120, 0.10812518939276186)	(122, 0.1111257384121365)	(124, 0.114323620835488)	(126, 0.1176809919004099)	(128, 0.12140870099745277)	(130, 0.1254824193507839)	(132, 0.12968589117522314)	(134, 0.13439756409483572)	(136, 0.13942821429758906)	(138, 0.14513196063171557)
789L9_R2_001 - illumina_universal_adapter	(1, 0.0024328775832767238)	(2, 0.0024436903725357315)	(3, 0.0025085671080897773)	(4, 0.002622101395309358)	(5, 0.002714010104010923)	(6, 0.002784293234194473)	(7, 0.0028005124180829843)	(8, 0.002849169969748519)	(9, 0.0029032339160435573)	(10, 0.003103270517335199)	(12, 0.003254649566961306)	(14, 0.003414138208531669)	(16, 0.0035925492313052957)	(18, 0.003808805016485449)	(20, 0.0039682936580558124)	(22, 0.004241316586845755)	(24, 0.004400805228416118)	(26, 0.004638686592114287)	(28, 0.004873864758497703)	(30, 0.005133371700713887)	(32, 0.005479380957002133)	(34, 0.005855125383752649)	(36, 0.006247088994391676)	(38, 0.006695819748640494)	(40, 0.007187801659925342)	(42, 0.007709518741672463)	(44, 0.008304222150917884)	(46, 0.009090852569510692)	(48, 0.009877482988103498)	(50, 0.010877665994561709)	(52, 0.012072479207682054)	(54, 0.013337575550985952)	(56, 0.014516169580217786)	(58, 0.016011037695275596)	(60, 0.01790868221023144)	(62, 0.01975766917352175)	(64, 0.022014838931339598)	(66, 0.02449907726359661)	(68, 0.027332028049456617)	(70, 0.030762385441876795)	(72, 0.03503884359381433)	(74, 0.03970456215907613)	(76, 0.045394792506628916)	(78, 0.0514391417024142)	(80, 0.059286523507139005)	(82, 0.06933430792607187)	(84, 0.08083641250034128)	(86, 0.0937658052567997)	(88, 0.10912807559653481)	(90, 0.12704216420139577)	(92, 0.14874072904690938)	(94, 0.17448327707529188)	(96, 0.20323448371499325)	(98, 0.2354674084960951)	(100, 0.2733256868891957)	(102, 0.31922868049099795)	(104, 0.3735656497148262)	(106, 0.43351715976139416)	(108, 0.5003050558169697)	(110, 0.5758756399481744)	(112, 0.663943105265477)	(114, 0.7661509957362469)	(116, 0.8805205709260857)	(118, 1.001923865528909)	(120, 1.1341804973504612)	(122, 1.2859677297710959)	(124, 1.455241945620861)	(126, 1.6396892079983285)	(128, 1.8322325463334779)	(130, 2.0348398882714487)	(132, 2.2574373743520098)	(134, 2.5028579553610215)	(136, 2.7653573370046356)	(138, 3.0325116244242527)
789L9_R2_001 - polya	(1, 0.05580480536573854)	(2, 0.06268714572909692)	(3, 0.06882881002821327)	(4, 0.07527323242658183)	(5, 0.08190147224235353)	(6, 0.08861621437219729)	(7, 0.09548233555166716)	(8, 0.1045867041077516)	(9, 0.1145993469615927)	(10, 0.12905334300357119)	(12, 0.14318295536777947)	(14, 0.15840195624983275)	(16, 0.17299651855217832)	(18, 0.1870531445888883)	(20, 0.20087999885384433)	(22, 0.21373640528280446)	(24, 0.22773356097858988)	(26, 0.24053590346125495)	(28, 0.2531490221318874)	(30, 0.2655539946092839)	(32, 0.27788598075918214)	(34, 0.2901233550030641)	(36, 0.30246074754759184)	(38, 0.3155225969724731)	(40, 0.32733286604062417)	(42, 0.33981893443746325)	(44, 0.35122913030303116)	(46, 0.3628042212047988)	(48, 0.3744036408823993)	(50, 0.3861355172284226)	(52, 0.39792145752074093)	(54, 0.4092235254937187)	(56, 0.4210527169430731)	(58, 0.43323873043797473)	(60, 0.44470028705252285)	(62, 0.45648352414752646)	(64, 0.4684586882518774)	(66, 0.4808393319534412)	(68, 0.4940877019930403)	(70, 0.5058006559578604)	(72, 0.5167026507282548)	(74, 0.5278452300596623)	(76, 0.5387337088434829)	(78, 0.5502006718526606)	(80, 0.5611378081881468)	(82, 0.5723858122148295)	(84, 0.5835851586898468)	(86, 0.5950007609500441)	(88, 0.6061406370841367)	(90, 0.6177995271026617)	(92, 0.6296422345385899)	(94, 0.6406280284257417)	(96, 0.6522598864711191)	(98, 0.6636214247850214)	(100, 0.6751046069780877)	(102, 0.6854254143258105)	(104, 0.6964950073297196)	(106, 0.7081998517025954)	(108, 0.7190802208944718)	(110, 0.7305093391412429)	(112, 0.7415059458176536)	(114, 0.7518321595600059)	(116, 0.7625557433076269)	(118, 0.7736091171276473)	(120, 0.7848922627194219)	(122, 0.7953833714979741)	(124, 0.806215083138185)	(126, 0.8170927491327467)	(128, 0.8273594925341745)	(130, 0.8378506013127267)	(132, 0.8495662584748616)	(134, 0.8610305182867244)	(136, 0.8716946316934207)	(138, 0.8827669278946445)
