Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
13M14_R1_001	(1, 8.689465180253993e-05)	(2, 0.22523093747218353)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.887824163892872e-05)	(7, 0.0018247876878533388)	(8, 0.0)	(9, 0.0)	(10, 0.0024710666606347297)	(15, 0.0)	(20, 0.00019877151599831012)	(25, 2.4982212393230234e-05)	(30, 0.00024330502504711182)	(35, 0.003333496079774939)	(40, 0.0)	(45, 0.0)	(50, 0.00010861831475317494)	(55, 1.0861831475317493e-06)	(60, 0.02269036595193824)	(65, 3.2585494425952475e-06)	(70, 0.0029272635825980642)	(75, 0.0)	(80, 0.0004333870758651679)	(85, 0.00032476876111199306)	(90, 1.8465113508039736e-05)	(95, 1.303419777038099e-05)	(100, 0.0002780628857681278)	(105, 7.49466371796907e-05)	(110, 0.00043990417475035847)	(115, 2.932694498335723e-05)	(120, 0.0)	(125, 6.0826256261777955e-05)	(130, 1.629274721297624e-05)	(135, 0.00024221884189958007)	(140, 3.149931127842073e-05)	(145, 0.0001259972451136829)	(150, 0.0)
13M14_R2_001	(1, 0.003720177280296241)	(2, 0.0025633922281749284)	(3, 0.0)	(4, 0.008526537708124232)	(5, 0.005615566872739144)	(6, 0.009335744153035385)	(7, 0.0029652799927616753)	(8, 0.0026339941327644923)	(9, 0.009514964372378124)	(10, 0.0019268889037213231)	(15, 0.0008189820932389389)	(20, 0.0009428069720575584)	(25, 0.00014880709121184964)	(30, 0.0005115922624874539)	(35, 2.2809846098166733e-05)	(40, 0.0002270122778341356)	(45, 0.0006441066064863273)	(50, 3.0413128130888978e-05)	(55, 0.0002976141824236993)	(60, 0.0006788644672073433)	(65, 0.00018573731822792912)	(70, 0.00019985769914584187)	(75, 0.00016835838786742114)	(80, 2.3896029245698483e-05)	(85, 0.0004876962332417554)	(90, 0.00024004647560451657)	(95, 0.00019225441711311962)	(100, 0.0)	(105, 7.603282032722244e-06)	(110, 8.798083495007168e-05)	(115, 4.5619692196333466e-05)	(120, 9.558411698279393e-05)	(125, 5.430915737658746e-06)	(130, 0.00025742540596502455)	(135, 0.00040188776458674724)	(140, 8.798083495007168e-05)	(145, 5.105060793399221e-05)	(150, 0.0)
456C4_R1_001	(1, 5.199874599824151e-05)	(2, 0.19219776495870025)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.679887139841735e-05)	(7, 0.0013051685245558619)	(8, 0.0)	(9, 0.0)	(10, 0.00211218906244857)	(15, 0.0)	(20, 0.00019551528495338806)	(25, 3.7439097118733884e-05)	(30, 0.00021943470811257914)	(35, 0.0026300965725910555)	(40, 0.0)	(45, 0.0)	(50, 7.487819423746777e-05)	(55, 0.0)	(60, 0.01835971723705911)	(65, 2.07994983992966e-06)	(70, 0.002319144071521571)	(75, 1.03997491996483e-06)	(80, 0.0003348719242286753)	(85, 0.0002963928521899766)	(90, 1.4559648879507621e-05)	(95, 1.1439724119613131e-05)	(100, 0.00021943470811257914)	(105, 7.487819423746777e-05)	(110, 0.00035047154802814775)	(115, 1.9759523479331773e-05)	(120, 4.15989967985932e-06)	(125, 9.151779295690505e-05)	(130, 1.4559648879507621e-05)	(135, 0.00022463458271240332)	(140, 2.5999372999120756e-05)	(145, 8.735789327704573e-05)	(150, 0.0)
456C4_R2_001	(1, 0.01093533628343019)	(2, 0.0074150211793492385)	(3, 0.0)	(4, 0.006635039989375616)	(5, 0.004612288770044022)	(6, 0.0071134284525594385)	(7, 0.002443941061917351)	(8, 0.001757557614740563)	(9, 0.007669815034740623)	(10, 0.0016130011008654516)	(15, 0.0006375046259384408)	(20, 0.0007831011147335171)	(25, 0.00013519673959542792)	(30, 0.0004045502438663189)	(35, 2.1839473319261432e-05)	(40, 0.00017783571131398595)	(45, 0.0005054278111029074)	(50, 2.8079322839050415e-05)	(55, 0.0002506339557115241)	(60, 0.0005792660304204104)	(65, 0.00014871641355497072)	(70, 0.00018927543543359907)	(75, 0.00013623671451539274)	(80, 1.7679573639402114e-05)	(85, 0.00038271077054705745)	(90, 0.00018823546051363425)	(95, 0.0033934381638452407)	(100, 0.0)	(105, 1.247969903957796e-05)	(110, 8.215801867722158e-05)	(115, 4.159899679859321e-05)	(120, 7.59181691574326e-05)	(125, 4.15989967985932e-06)	(130, 0.00021631478335268467)	(135, 0.0003109525010694842)	(140, 5.5118670758135995e-05)	(145, 4.3678946638522864e-05)	(150, 0.0)
456H4_R1_001	(1, 6.781009556702802e-05)	(2, 0.18987391842897572)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.955588908076635e-05)	(7, 0.0014748695785828593)	(8, 0.0)	(9, 0.0)	(10, 0.001965362603184362)	(15, 0.0)	(20, 0.00018986826758767846)	(25, 2.4863701707910272e-05)	(30, 0.00022490348363064292)	(35, 0.0026581557462274983)	(40, 0.0)	(45, 0.0)	(50, 7.91117781615327e-05)	(55, 2.2603365189009338e-06)	(60, 0.017800150086344856)	(65, 2.2603365189009338e-06)	(70, 0.002311194090576205)	(75, 3.390504778351401e-06)	(80, 0.00035487283346744664)	(85, 0.00034131081435404107)	(90, 1.0171514335054203e-05)	(95, 1.130168259450467e-05)	(100, 0.0002158621375550392)	(105, 7.91117781615327e-05)	(110, 0.00037182535735920364)	(115, 2.0343028670108407e-05)	(120, 9.041346075603735e-06)	(125, 7.459110512373082e-05)	(130, 1.921286041065794e-05)	(135, 0.00023507499796569713)	(140, 2.712403822681121e-05)	(145, 9.832463857219062e-05)	(150, 0.0)
456H4_R2_001	(1, 0.011137808196884353)	(2, 0.00796203538782854)	(3, 0.0)	(4, 0.006492816650542933)	(5, 0.004758008372286467)	(6, 0.007221775177888483)	(7, 0.0025372277424662985)	(8, 0.001904333517174037)	(9, 0.007922479498747774)	(10, 0.0016624775096516372)	(15, 0.0007334792003833531)	(20, 0.0008645787184796073)	(25, 0.0001537028832852635)	(30, 0.0004385052846667812)	(35, 2.147319692955887e-05)	(40, 0.000222643147111742)	(45, 0.0005323092502011699)	(50, 2.3733533448459808e-05)	(55, 0.0002712403822681121)	(60, 0.0006114210283627026)	(65, 0.00018195708977152518)	(70, 0.00019777944540383171)	(75, 0.00015935372458251586)	(80, 5.650841297252335e-06)	(85, 0.0004147717512183214)	(90, 0.00020908112799833642)	(95, 0.003543077493377214)	(100, 0.0)	(105, 1.0171514335054203e-05)	(110, 7.346093686428036e-05)	(115, 3.729555256186541e-05)	(120, 8.137211468043363e-05)	(125, 0.0)	(130, 0.00022151297885229153)	(135, 0.0003503521604296448)	(140, 5.989891775087475e-05)	(145, 4.407656211856821e-05)	(150, 0.0)
456H9_R1_001	(1, 6.198392296425538e-05)	(2, 0.22168992790472822)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.312907682650461e-05)	(7, 0.001832953150514409)	(8, 0.0)	(9, 0.0)	(10, 0.0025758747414716984)	(15, 0.0)	(20, 0.0002408518149468209)	(25, 3.3648415323452916e-05)	(30, 0.0002833550764080246)	(35, 0.0033860931630758937)	(40, 0.0)	(45, 0.0)	(50, 9.474685367393322e-05)	(55, 0.0)	(60, 0.022862327243058707)	(65, 2.6564538413252306e-06)	(70, 0.0030186170483592367)	(75, 0.0)	(80, 0.0004560245760941646)	(85, 0.0004020100146538849)	(90, 1.5938723047951382e-05)	(95, 1.4167753820401228e-05)	(100, 0.00027272926104272366)	(105, 8.235006908108215e-05)	(110, 0.0004551390914803894)	(115, 3.630486916477815e-05)	(120, 0.0)	(125, 4.7816169143854146e-05)	(130, 1.7709692275501538e-05)	(135, 0.00027627119949782394)	(140, 2.9220992254577533e-05)	(145, 0.00011954042285963537)	(150, 0.0)
456H9_R2_001	(1, 0.0039359791082302165)	(2, 0.002430655264812586)	(3, 0.0)	(4, 0.008531644253722864)	(5, 0.0059061823738797625)	(6, 0.008806144483993139)	(7, 0.003063776763661766)	(8, 0.0022624131881953213)	(9, 0.009890863135867609)	(10, 0.002097713050033157)	(15, 0.0008385539292449978)	(20, 0.0010448718442545907)	(25, 0.0001797533765963406)	(30, 0.0005613972451333987)	(35, 3.099196148212769e-05)	(40, 0.00024705020724324645)	(45, 0.0006490602218971313)	(50, 3.099196148212769e-05)	(55, 0.0003294002763243286)	(60, 0.000738494167888414)	(65, 0.00019215016118919164)	(70, 0.0002443937534019212)	(75, 0.00016647110738971443)	(80, 1.6824207661726458e-05)	(85, 0.0005100391375344442)	(90, 0.00024970666108457167)	(95, 0.00020897436885091813)	(100, 8.854846137750768e-07)	(105, 7.083876910200614e-06)	(110, 8.589200753618245e-05)	(115, 5.312907682650461e-05)	(120, 9.297588444638307e-05)	(125, 6.198392296425537e-06)	(130, 0.0002567905379947723)	(135, 0.000438314883818663)	(140, 7.349522294333137e-05)	(145, 4.7816169143854146e-05)	(150, 0.0)
456L14_R1_001	(1, 5.843368300226314e-05)	(2, 0.18660531059122723)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.65607650010287e-05)	(7, 0.001285541026049789)	(8, 0.0)	(9, 0.0)	(10, 0.0019208745248743956)	(15, 0.0)	(20, 0.00020292424460785925)	(25, 2.3373473200905253e-05)	(30, 0.00024542146860950516)	(35, 0.0025232726750977264)	(40, 0.0)	(45, 0.0)	(50, 7.33077114028392e-05)	(55, 0.0)	(60, 0.017274059126069025)	(65, 2.1248612000822957e-06)	(70, 0.002248103149687069)	(75, 7.437014200288036e-06)	(80, 0.00035378938981370223)	(85, 0.0003410402226132085)	(90, 1.593645900061722e-05)	(95, 1.2749167200493774e-05)	(100, 0.00022523528720872336)	(105, 9.136903160353871e-05)	(110, 0.00033360320841292046)	(115, 1.9123750800740663e-05)	(120, 7.437014200288036e-06)	(125, 7.75574338030038e-05)	(130, 1.4874028400576072e-05)	(135, 0.0002146109812083119)	(140, 2.762319560106985e-05)	(145, 9.561875400370331e-05)	(150, 0.0)
456L14_R2_001	(1, 0.012595114763487809)	(2, 0.008472884035328154)	(3, 0.0)	(4, 0.006231155469241334)	(5, 0.004515330050174879)	(6, 0.006836740911264787)	(7, 0.0021779827300843534)	(8, 0.0018061320200699513)	(9, 0.007102348561275074)	(10, 0.0014725288116570312)	(15, 0.0006236467622241539)	(20, 0.0007500760036290504)	(25, 0.00014980271460580187)	(30, 0.000395224183215307)	(35, 1.8061320200699514e-05)	(40, 0.00019336236920748892)	(45, 0.0004802186312185989)	(50, 2.1248612000822958e-05)	(55, 0.00023054744020892912)	(60, 0.00054608932842115)	(65, 0.00015405243700596647)	(70, 0.0001774259102068717)	(75, 0.00012430438020481432)	(80, 6.374583600246887e-06)	(85, 0.00036441369581411375)	(90, 0.00019229993860744776)	(95, 0.00390549488575126)	(100, 0.0)	(105, 2.2311042600864107e-05)	(110, 8.286958680320953e-05)	(115, 4.143479340160477e-05)	(120, 7.33077114028392e-05)	(125, 1.0624306000411478e-06)	(130, 0.0002103612588081473)	(135, 0.00032191647181246784)	(140, 7.75574338030038e-05)	(145, 3.9309932201522476e-05)	(150, 0.0)
456L4_R1_001	(1, 7.221653316422073e-05)	(2, 0.22514337481636168)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 6.666141522851145e-05)	(7, 0.0019442912774982504)	(8, 0.0)	(9, 0.0)	(10, 0.0024720274813906326)	(15, 0.0)	(20, 0.00025886849580405275)	(25, 3.444173120139758e-05)	(30, 0.00028997715624402474)	(35, 0.0033108502896827354)	(40, 0.0)	(45, 0.0)	(50, 9.999212284276717e-05)	(55, 2.222047174283715e-06)	(60, 0.022925971720672227)	(65, 2.222047174283715e-06)	(70, 0.0029175479398345174)	(75, 0.0)	(80, 0.0004710740009481475)	(85, 0.0003744149488668059)	(90, 1.3332283045702287e-05)	(95, 9.999212284276716e-06)	(100, 0.00026997873167547133)	(105, 7.888267468707187e-05)	(110, 0.00042885510463675695)	(115, 2.7775589678546434e-05)	(120, 2.222047174283715e-06)	(125, 5.332913218280915e-05)	(130, 2.6664566091404575e-05)	(135, 0.00026220156656547834)	(140, 2.999763685283015e-05)	(145, 0.00011776850023703688)	(150, 0.0)
456L4_R2_001	(1, 0.0039385786164178845)	(2, 0.002505358189004888)	(3, 0.0)	(4, 0.008299346195949674)	(5, 0.005738436827587693)	(6, 0.009493696552127171)	(7, 0.002899771562440248)	(8, 0.0024831377172620512)	(9, 0.009649239854327031)	(10, 0.00200984166913962)	(15, 0.0008143802893749815)	(20, 0.0009121503650434649)	(25, 0.0001566543257870019)	(30, 0.0004977385670395521)	(35, 3.888582554996501e-05)	(40, 0.00023553700047407376)	(45, 0.0006355054918451424)	(50, 2.555354250426272e-05)	(55, 0.0003044204628768689)	(60, 0.000701055883486512)	(65, 0.00018554093905269017)	(70, 0.00024109211840978305)	(75, 0.0001744307031812716)	(80, 1.777637739426972e-05)	(85, 0.00047218502453528935)	(90, 0.00024775825993263417)	(95, 0.00020776141079552733)	(100, 0.0)	(105, 7.777165109993002e-06)	(110, 7.55496039256463e-05)	(115, 4.6662990659958006e-05)	(120, 9.888109925562532e-05)	(125, 3.333070761425572e-06)	(130, 0.00024886928351977605)	(135, 0.0004166338451781965)	(140, 7.888267468707187e-05)	(145, 4.3329919898532434e-05)	(150, 0.0)
456L9_R1_001	(1, 0.00010450079420603597)	(2, 0.22089817882615906)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.5000418003176826e-05)	(7, 0.0016170122892933988)	(8, 0.0)	(9, 0.0)	(10, 0.0025410193117467693)	(15, 3.300025080190609e-06)	(20, 0.00023540178905359684)	(25, 2.6400200641524873e-05)	(30, 0.0003025022990174725)	(35, 0.003366025581794421)	(40, 0.0)	(45, 0.0)	(50, 9.240070224533706e-05)	(55, 0.0)	(60, 0.022513871105420403)	(65, 5.500041800317683e-06)	(70, 0.0029656225387312946)	(75, 0.0)	(80, 0.00048620369514808313)	(85, 0.00038390291766217426)	(90, 1.6500125400953047e-05)	(95, 1.3200100320762437e-05)	(100, 0.0002684020398555029)	(105, 8.030061028463817e-05)	(110, 0.0004191031851842074)	(115, 2.5300192281461337e-05)	(120, 2.200016720127073e-06)	(125, 5.5000418003176826e-05)	(130, 1.870014212108012e-05)	(135, 0.0002629019980551852)	(140, 2.860021736165195e-05)	(145, 0.00011880090288686194)	(150, 0.0)
456L9_R2_001	(1, 0.004064530890434767)	(2, 0.002524519186345816)	(3, 0.0)	(4, 0.00873406637890448)	(5, 0.005472541591316094)	(6, 0.009223570099132754)	(7, 0.0027555209419591587)	(8, 0.0023980182249385097)	(9, 0.009262070391734977)	(10, 0.0018975144211096004)	(15, 0.0008074061362866357)	(20, 0.000977907432096484)	(25, 0.00015950121220921278)	(30, 0.0004928037453084644)	(35, 3.190024244184256e-05)	(40, 0.0002288017388932156)	(45, 0.0006116046481953263)	(50, 2.9700225721715486e-05)	(55, 0.00031900242441842557)	(60, 0.0006831051915994562)	(65, 0.0001936014713711824)	(70, 0.00021450163021238962)	(75, 0.00017820135433029293)	(80, 1.1000083600635366e-05)	(85, 0.0004642035279468124)	(90, 0.00024200183921397803)	(95, 0.00019690149645137304)	(100, 0.0)	(105, 6.600050160381218e-06)	(110, 7.590057684438402e-05)	(115, 4.290032604247793e-05)	(120, 9.68007356855912e-05)	(125, 4.400033440254146e-06)	(130, 0.0002783021150960747)	(135, 0.00041690316846408035)	(140, 6.600050160381219e-05)	(145, 4.290032604247793e-05)	(150, 0.0)
456M14_R1_001	(1, 7.019577168749663e-05)	(2, 0.22055511464211444)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.779772321634434e-05)	(7, 0.0017062972194806874)	(8, 0.0)	(9, 0.0)	(10, 0.0025918438776921836)	(15, 2.1598698980768192e-06)	(20, 0.00022786627424710443)	(25, 3.671778826730593e-05)	(30, 0.0002527047780749879)	(35, 0.003402875024420029)	(40, 0.0)	(45, 0.0)	(50, 9.719414541345687e-05)	(55, 3.239804847115229e-06)	(60, 0.022888141309920056)	(65, 2.1598698980768192e-06)	(70, 0.0029449826060277432)	(75, 0.0)	(80, 0.00043197397961536386)	(85, 0.00032398048471152295)	(90, 1.5119089286537735e-05)	(95, 1.0799349490384096e-05)	(100, 0.0002840228915971018)	(105, 7.451551148365028e-05)	(110, 0.00042657430487017184)	(115, 2.4838503827883427e-05)	(120, 1.0799349490384096e-06)	(125, 5.183687755384366e-05)	(130, 1.4039154337499326e-05)	(135, 0.0002753834120047945)	(140, 3.131811352211388e-05)	(145, 0.00011663297449614824)	(150, 0.0)
456M14_R2_001	(1, 0.0038229697195959708)	(2, 0.002435253310081614)	(3, 0.0)	(4, 0.00814270951574961)	(5, 0.005702056530922803)	(6, 0.008477489349951517)	(7, 0.0029428227361296662)	(8, 0.0023488585141585414)	(9, 0.009676217143384151)	(10, 0.001957922062606637)	(15, 0.0008218304962182298)	(20, 0.0009957000230134136)	(25, 0.00015011095791633895)	(30, 0.0005129691007932447)	(35, 2.2678633929806603e-05)	(40, 0.0002343458839413349)	(45, 0.0006058435064105479)	(50, 3.455791836922911e-05)	(55, 0.0003023817857307547)	(60, 0.0006771192130470829)	(65, 0.0001879086811326833)	(70, 0.0002321860140432581)	(75, 0.00017278959184614554)	(80, 1.7278959184614554e-05)	(85, 0.0004762513125259387)	(90, 0.00024190542858460376)	(95, 0.0001997879655721058)	(100, 0.0)	(105, 7.559544643268867e-06)	(110, 7.019577168749663e-05)	(115, 5.075694260480526e-05)	(120, 0.00010583362500576416)	(125, 3.239804847115229e-06)	(130, 0.00027214360715767925)	(135, 0.00043089404466632546)	(140, 6.69559668403814e-05)	(145, 4.6437202808651616e-05)	(150, 0.0)
456M4_R1_001	(1, 5.749364603744122e-05)	(2, 0.21124733562684198)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.658686566018987e-05)	(7, 0.0016620890399914826)	(8, 0.0)	(9, 0.0)	(10, 0.0023760555898746163)	(15, 0.0)	(20, 0.00022161187199886434)	(25, 3.345084860360217e-05)	(30, 0.0002383372963006654)	(35, 0.0030084856962864694)	(40, 0.0)	(45, 0.0)	(50, 8.467246052786799e-05)	(55, 1.0453390188625678e-06)	(60, 0.02059213333257372)	(65, 4.181356075450271e-06)	(70, 0.002643662378703434)	(75, 0.0)	(80, 0.0004244076416582025)	(85, 0.00034391653720578473)	(90, 1.5680085282938513e-05)	(95, 1.0453390188625677e-05)	(100, 0.0002717881449042676)	(105, 6.376568015061662e-05)	(110, 0.00040663687833753886)	(115, 1.9861441358388786e-05)	(120, 4.181356075450271e-06)	(125, 5.853898505630379e-05)	(130, 1.9861441358388786e-05)	(135, 0.0002362466182629403)	(140, 2.195211939611392e-05)	(145, 0.00010453390188625675)	(150, 0.0)
456M4_R2_001	(1, 0.0071762523644915265)	(2, 0.004928773473937007)	(3, 0.0)	(4, 0.007704148569017123)	(5, 0.004871279827899565)	(6, 0.00826863163920291)	(7, 0.0025140403403644753)	(8, 0.0021220382082910126)	(9, 0.00859791343014462)	(10, 0.001749897517575938)	(15, 0.0007463720594678733)	(20, 0.0009042182513161209)	(25, 0.00014634746264075948)	(30, 0.00046726654143156775)	(35, 3.031483154701446e-05)	(40, 0.00023729195728180283)	(45, 0.0005550750190160234)	(50, 2.4042797433839056e-05)	(55, 0.0002717881449042676)	(60, 0.0006115233260346021)	(65, 0.00018397966731981193)	(70, 0.0002038411086782007)	(75, 0.00014634746264075948)	(80, 1.358940724521338e-05)	(85, 0.00041709026852616447)	(90, 0.00021952119396113922)	(95, 0.0014885627628602963)	(100, 0.0)	(105, 1.0453390188625677e-05)	(110, 7.212839230151717e-05)	(115, 4.808559486767811e-05)	(120, 7.421907033924231e-05)	(125, 1.0453390188625678e-06)	(130, 0.00024983602550815367)	(135, 0.0003899114540357377)	(140, 6.690169720720434e-05)	(145, 3.031483154701446e-05)	(150, 5.2266950943128386e-06)
456M9_R1_001	(1, 5.162019147879115e-05)	(2, 0.18072802594407883)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 7.456249880269835e-05)	(7, 0.001347860555279547)	(8, 0.0)	(9, 0.0)	(10, 0.0017803230483351973)	(15, 1.1471153661953589e-06)	(20, 0.0001456836515068106)	(25, 2.9824999521079335e-05)	(30, 0.00016977307419691314)	(35, 0.002335526885573751)	(40, 0.0)	(45, 0.0)	(50, 8.259230636606586e-05)	(55, 0.0)	(60, 0.015515882443158428)	(65, 3.4413460985860775e-06)	(70, 0.0020246586213348086)	(75, 8.029807563367513e-06)	(80, 0.00030054422594318406)	(85, 0.0003016913413093794)	(90, 1.7206730492930384e-05)	(95, 1.147115366195359e-05)	(100, 0.00019386249688701569)	(105, 8.488653709845657e-05)	(110, 0.00031889807180230983)	(115, 1.7206730492930384e-05)	(120, 9.176922929562871e-06)	(125, 0.00010094615222519159)	(130, 1.6059615126735027e-05)	(135, 0.00019500961225321102)	(140, 2.753076878868862e-05)	(145, 9.291634466182408e-05)	(150, 0.0)
456M9_R2_001	(1, 0.014098047850540963)	(2, 0.009991374839561577)	(3, 0.0)	(4, 0.005787197022455586)	(5, 0.004009168204852779)	(6, 0.006704889315411874)	(7, 0.0020934855433065304)	(8, 0.0017550865102788993)	(9, 0.006831072005693364)	(10, 0.0013960394006597519)	(15, 0.0005999413365201727)	(20, 0.000671062489224285)	(25, 0.00011700576735192662)	(30, 0.0003957548013373989)	(35, 1.8353845859125742e-05)	(40, 0.0001651846127321317)	(45, 0.0004680230694077065)	(50, 2.4089422690102537e-05)	(55, 0.0002064807659151646)	(60, 0.000492112492097809)	(65, 0.00012732980564768485)	(70, 0.0001651846127321317)	(75, 0.00013077115174627092)	(80, 1.2618269028148949e-05)	(85, 0.000341840379126217)	(90, 0.00016862595883071778)	(95, 0.004332654738119871)	(100, 0.0)	(105, 1.7206730492930384e-05)	(110, 9.635769076041015e-05)	(115, 3.441346098586077e-05)	(120, 6.538557587313546e-05)	(125, 2.2942307323907177e-06)	(130, 0.00021909903494331357)	(135, 0.000297102879844598)	(140, 6.767980660552619e-05)	(145, 4.0149037816837564e-05)	(150, 0.0)
45C14_R1_001	(1, 5.2538828558552054e-05)	(2, 0.22455620714210733)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.7284945702696854e-05)	(7, 0.0020069832509366885)	(8, 0.0)	(9, 0.0)	(10, 0.0025470824085186035)	(15, 1.0507765711710411e-06)	(20, 0.0002469324942251946)	(25, 2.5218637708104986e-05)	(30, 0.0002763542382179838)	(35, 0.0033404187197527396)	(40, 0.0)	(45, 0.0)	(50, 8.511290226485434e-05)	(55, 0.0)	(60, 0.023107627576622363)	(65, 4.2031062846841646e-06)	(70, 0.002941123622707744)	(75, 0.0)	(80, 0.0004245137347531006)	(85, 0.00033835005591707524)	(90, 2.4167861136933948e-05)	(95, 1.5761648567565617e-05)	(100, 0.0002500848239387078)	(105, 9.772222111890683e-05)	(110, 0.00042346295818192957)	(115, 2.7320190850447065e-05)	(120, 1.0507765711710411e-06)	(125, 5.464038170089413e-05)	(130, 1.78632017099077e-05)	(135, 0.000280557344502668)	(140, 3.677717999098644e-05)	(145, 0.00012609318854052494)	(150, 0.0)
45C14_R2_001	(1, 0.0039036349619004174)	(2, 0.0024325477622609603)	(3, 0.0)	(4, 0.0081750417237107)	(5, 0.005905364329981251)	(6, 0.008999901332079967)	(7, 0.0030577598221077297)	(8, 0.0024062783479816842)	(9, 0.009562066797656473)	(10, 0.002052166643497043)	(15, 0.0008837030963548455)	(20, 0.000996136189470147)	(25, 0.00017863201709907698)	(30, 0.000588434879855783)	(35, 3.3624850277473317e-05)	(40, 0.0002584910365080761)	(45, 0.0006861571009746898)	(50, 4.09802862756706e-05)	(55, 0.0003551624810558119)	(60, 0.0007344928232485578)	(65, 0.00021015531423420822)	(70, 0.00028791278050086525)	(75, 0.00017653046395673492)	(80, 2.9421743992789155e-05)	(85, 0.0004781033398828237)	(90, 0.0002469324942251946)	(95, 0.00020385065480718197)	(100, 1.0507765711710411e-06)	(105, 9.456989140539369e-06)	(110, 6.514814741260455e-05)	(115, 5.043727541620997e-05)	(120, 8.931600854953849e-05)	(125, 2.1015531423420823e-06)	(130, 0.0002679480256486155)	(135, 0.00040244742675850874)	(140, 6.619892398377559e-05)	(145, 4.938649884503893e-05)	(150, 0.0)
45C9_R1_001	(1, 3.360438254915453e-05)	(2, 0.17767757199822973)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.1201460849718177e-05)	(7, 0.0012265599630441404)	(8, 0.0)	(9, 0.0)	(10, 0.0018829655688376258)	(15, 0.0)	(20, 0.00017362264317063173)	(25, 2.2402921699436354e-05)	(30, 0.00020722702571978626)	(35, 0.0023735895540552814)	(40, 0.0)	(45, 0.0)	(50, 6.496847292836543e-05)	(55, 0.0)	(60, 0.016254439839026046)	(65, 2.2402921699436356e-06)	(70, 0.002066669526773004)	(75, 4.480584339887271e-06)	(80, 0.0003069200272822781)	(85, 0.00028227681341289805)	(90, 1.456189910463363e-05)	(95, 1.1201460849718177e-05)	(100, 0.00018706439619029354)	(105, 9.857285547751996e-05)	(110, 0.0003035595890273626)	(115, 1.6802191274577265e-05)	(120, 6.720876509830906e-06)	(125, 9.857285547751996e-05)	(130, 7.841022594802724e-06)	(135, 0.000178103227510519)	(140, 3.13640903792109e-05)	(145, 8.961168679774542e-05)	(150, 0.0)
45C9_R2_001	(1, 0.014214653818292365)	(2, 0.00952684245268531)	(3, 0.0)	(4, 0.00577435306802972)	(5, 0.003948514949525657)	(6, 0.006463242910287388)	(7, 0.0021226768310215944)	(8, 0.0015458015972611085)	(9, 0.006732077970680624)	(10, 0.0014181049435743212)	(15, 0.000583596110270317)	(20, 0.0007101726178721324)	(25, 0.0001265765076018154)	(30, 0.00034388484808634803)	(35, 1.6802191274577265e-05)	(40, 0.00014785928321627993)	(45, 0.0004502987261586707)	(50, 1.456189910463363e-05)	(55, 0.00022402921699436352)	(60, 0.000504065738237318)	(65, 0.0001254563615168436)	(70, 0.00016018089015096994)	(75, 0.00011761533892204087)	(80, 8.961168679774542e-06)	(85, 0.00032484236464182714)	(90, 0.00016018089015096994)	(95, 0.00476398129938514)	(100, 0.0)	(105, 2.6883506039323624e-05)	(110, 9.073183288271723e-05)	(115, 2.800365212429544e-05)	(120, 6.384832684339361e-05)	(125, 2.2402921699436356e-06)	(130, 0.00018706439619029354)	(135, 0.00029347827426261626)	(140, 6.94490572682527e-05)	(145, 3.360438254915453e-05)	(150, 0.0)
45H14_R1_001	(1, 5.3338633059914166e-05)	(2, 0.18926147168649343)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.20031798359485e-05)	(7, 0.0012907949200499228)	(8, 0.0)	(9, 0.0)	(10, 0.001954327515315255)	(15, 0.0)	(20, 0.00018668521570969958)	(25, 2.3468998546362234e-05)	(30, 0.00022722257683523435)	(35, 0.0025559872962310866)	(40, 0.0)	(45, 0.0)	(50, 7.68076316062764e-05)	(55, 1.0667726611982834e-06)	(60, 0.017488671007684656)	(65, 1.0667726611982834e-06)	(70, 0.0022572909510955677)	(75, 6.4006359671897005e-06)	(80, 0.0003595023868238215)	(85, 0.00031149761706989875)	(90, 1.1734499273181117e-05)	(95, 1.0667726611982833e-05)	(100, 0.00022722257683523435)	(105, 6.827345031669013e-05)	(110, 0.00034350079690584725)	(115, 2.3468998546362234e-05)	(120, 6.4006359671897005e-06)	(125, 7.360731362268155e-05)	(130, 1.0667726611982833e-05)	(135, 0.00021335453223965666)	(140, 2.8802861852353647e-05)	(145, 0.00010241017547503521)	(150, 0.0)
