Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
456H4_R1_001	(1, 36.54889961167419)	(2, 36.728801151415425)	(3, 36.93053810701337)	(4, 36.962429760042674)	(5, 36.96632488494887)	(6, 36.97815712503277)	(7, 36.96081446705786)	(8, 36.997163899261324)	(9, 37.00178165375261)	(10, 37.02185173548638)	(15, 37.04841797916874)	(20, 37.035985337197005)	(25, 36.94056794345543)	(30, 36.883522813576484)	(35, 36.85960671274739)	(40, 36.82238032648301)	(45, 36.77796543719429)	(50, 36.74012419419003)	(55, 36.699803249007715)	(60, 36.664976729835544)	(65, 36.628612390712725)	(70, 36.598206581195804)	(75, 36.57605626655696)	(80, 36.52631914369412)	(85, 36.4902607637225)	(90, 36.441156388163066)	(95, 36.40222180908294)	(100, 36.35291978969829)	(105, 36.29973225183765)	(110, 36.25393851206568)	(115, 36.203071966854424)	(120, 36.143953317269876)	(125, 36.090001378805276)	(130, 36.01998071932949)	(135, 35.90033599902354)	(140, 35.87354550735513)	(145, 35.801014585951556)	(150, 35.696922495321104)
456H4_R2_001	(1, 35.90436420124228)	(2, 36.42396612207625)	(3, 36.59565015189462)	(4, 36.585015777148904)	(5, 36.62036670569515)	(6, 36.58873849488712)	(7, 36.610294137591204)	(8, 36.63956583456145)	(9, 36.634490757483974)	(10, 36.659867182626144)	(15, 36.64841768532499)	(20, 36.63476302631936)	(25, 36.473873267452056)	(30, 36.40590161433234)	(35, 36.36726639422078)	(40, 36.32990094075207)	(45, 36.29407721761616)	(50, 36.24356244857735)	(55, 36.21681151279803)	(60, 36.16346816994114)	(65, 36.1158305380505)	(70, 36.06983063298463)	(75, 36.01770385975063)	(80, 35.96800807844272)	(85, 35.91792094246991)	(90, 35.85546698552481)	(95, 35.789893447736496)	(100, 35.757100609838794)	(105, 35.65191225599667)	(110, 35.61118047204867)	(115, 35.52136348019493)	(120, 35.46304178006021)	(125, 35.34188709845122)	(130, 35.24545740169796)	(135, 35.14681078949034)	(140, 35.03184935083135)	(145, 34.89792333842662)	(150, 34.81633686473242)
456H9_R1_001	(1, 35.967516705331356)	(2, 36.01888163116183)	(3, 36.24924647473079)	(4, 36.302948371553946)	(5, 36.30763807516542)	(6, 36.335928245994005)	(7, 36.28691286503771)	(8, 36.331921782310516)	(9, 36.33531867838588)	(10, 36.36608047585234)	(15, 36.35042410728319)	(20, 36.31979354749133)	(25, 36.245485148607784)	(30, 36.19017652224325)	(35, 36.146656742155116)	(40, 36.099506368892364)	(45, 36.05657368281286)	(50, 36.019212368519916)	(55, 35.97395042401873)	(60, 35.92820658108104)	(65, 35.89041726780003)	(70, 35.85203558302211)	(75, 35.81878831879324)	(80, 35.76050385314202)	(85, 35.71649715391963)	(90, 35.66187167893462)	(95, 35.614386999810776)	(100, 35.55262566996873)	(105, 35.4895128869446)	(110, 35.43676475445379)	(115, 35.37106715329359)	(120, 35.30687391965343)	(125, 35.246177526736986)	(130, 35.16281949281036)	(135, 35.01731172007068)	(140, 35.002344665853975)	(145, 34.92713718131298)	(150, 34.813867149503714)
456H9_R2_001	(1, 35.685505927389734)	(2, 35.83226056872375)	(3, 35.951982737300355)	(4, 35.89433118063169)	(5, 35.915349796086176)	(6, 35.88340306081925)	(7, 35.884234840791194)	(8, 35.92653678732545)	(9, 35.903269129500444)	(10, 35.92706802496464)	(15, 35.88618943296311)	(20, 35.85851918105779)	(25, 35.79091114684337)	(30, 35.730590633290625)	(35, 35.672817145390646)	(40, 35.62636464026169)	(45, 35.56552920855119)	(50, 35.50785747168818)	(55, 35.465582178240794)	(60, 35.40440680898707)	(65, 35.34162165527003)	(70, 35.28336853577415)	(75, 35.20802649299126)	(80, 35.15574380663283)	(85, 35.09260187345522)	(90, 35.024478921083045)	(95, 34.94617781894691)	(100, 34.90627553571598)	(105, 34.77868328615028)	(110, 34.73478778608569)	(115, 34.61848973338147)	(120, 34.57276885991465)	(125, 34.42938869418558)	(130, 34.31818504698071)	(135, 34.22136884232892)	(140, 34.10271960660398)	(145, 33.97244596795024)	(150, 33.88632617835201)
456L14_R1_001	(1, 36.557021473687925)	(2, 36.79973709092371)	(3, 36.99994523170257)	(4, 37.02104914065566)	(5, 37.02397188723638)	(6, 37.02758994152329)	(7, 37.017349332334085)	(8, 37.05755159999658)	(9, 37.06140461081069)	(10, 37.077286439629844)	(15, 37.11302161159142)	(20, 37.105997107320206)	(25, 37.00323568551396)	(30, 36.956385513355045)	(35, 36.93177391540577)	(40, 36.901929613016556)	(45, 36.867741191268365)	(50, 36.84118770391696)	(55, 36.80602721129126)	(60, 36.7746571098201)	(65, 36.74409101332984)	(70, 36.710204003142884)	(75, 36.67965814595555)	(80, 36.63396828612786)	(85, 36.600258616856664)	(90, 36.55946561653194)	(95, 36.52276213469718)	(100, 36.46718515758953)	(105, 36.41963896589592)	(110, 36.37142579089591)	(115, 36.32061575927746)	(120, 36.260648149599156)	(125, 36.20661455479988)	(130, 36.129757305259524)	(135, 36.00294546134694)	(140, 35.96173965361256)	(145, 35.869729604506496)	(150, 35.7588169920263)
456L14_R2_001	(1, 35.737512071203675)	(2, 36.39783712503305)	(3, 36.54516331391015)	(4, 36.536195709065915)	(5, 36.575159660742536)	(6, 36.54793471725189)	(7, 36.58982184048146)	(8, 36.62404676734507)	(9, 36.62853983947417)	(10, 36.658776263749246)	(15, 36.65678255960674)	(20, 36.647631876721505)	(25, 36.45497322967056)	(30, 36.385280342765604)	(35, 36.355510920485095)	(40, 36.33041142253136)	(45, 36.29653802208039)	(50, 36.25885877210964)	(55, 36.23613020490727)	(60, 36.18999828895552)	(65, 36.14813762024788)	(70, 36.09993518642125)	(75, 36.04757956263876)	(80, 36.00823657822127)	(85, 35.956811250545094)	(90, 35.90435177417145)	(95, 35.837120082121636)	(100, 35.801560232457696)	(105, 35.70095247434509)	(110, 35.65335209869088)	(115, 35.55723533034341)	(120, 35.49904094920949)	(125, 35.365448396975495)	(130, 35.25032186600636)	(135, 35.1322242266156)	(140, 34.995222632066636)	(145, 34.83981047513012)	(150, 34.73503262379083)
456L4_R1_001	(1, 35.97080357780704)	(2, 36.00822285222198)	(3, 36.24526245654648)	(4, 36.29853837069946)	(5, 36.30564281102744)	(6, 36.33369593439806)	(7, 36.2894330879934)	(8, 36.33907162202444)	(9, 36.33674591634948)	(10, 36.3698551636321)	(15, 36.353810838679486)	(20, 36.32177908429214)	(25, 36.252826671765526)	(30, 36.198480641913875)	(35, 36.1558077258136)	(40, 36.110503628103075)	(45, 36.06566536036217)	(50, 36.03043160266597)	(55, 35.98289799170265)	(60, 35.94126654911297)	(65, 35.89780996141526)	(70, 35.86218918976272)	(75, 35.84390787436857)	(80, 35.78610433911373)	(85, 35.74588314098367)	(90, 35.687140468600866)	(95, 35.64154798249782)	(100, 35.591675866867824)	(105, 35.525565408236176)	(110, 35.47987888509672)	(115, 35.424618805029695)	(120, 35.358650079677055)	(125, 35.29955202417943)	(130, 35.21854771662988)	(135, 35.079457340527284)	(140, 35.06095780899038)	(145, 34.99530790296631)	(150, 34.88272923833)
456L4_R2_001	(1, 35.921715222656346)	(2, 36.04876265858612)	(3, 36.14889660358978)	(4, 36.090793625257746)	(5, 36.08714819021479)	(6, 36.048141485298544)	(7, 36.06839338989851)	(8, 36.10169648857662)	(9, 36.08156885196488)	(10, 36.10405310292778)	(15, 36.0733923627572)	(20, 36.04252077253025)	(25, 35.986196187433684)	(30, 35.93032968847232)	(35, 35.87779732685503)	(40, 35.82712581864384)	(45, 35.7769541266138)	(50, 35.713660212767685)	(55, 35.6807623043918)	(60, 35.62308132614886)	(65, 35.56087076029233)	(70, 35.51478663514174)	(75, 35.45798559869006)	(80, 35.39831404392699)	(85, 35.350259396232005)	(90, 35.279892784001795)	(95, 35.21177828324413)	(100, 35.18797399182664)	(105, 35.05990198105504)	(110, 35.023097669305834)	(115, 34.92159837630569)	(120, 34.86766245859076)	(125, 34.73067502793391)	(130, 34.63456874341788)	(135, 34.535993008995185)	(140, 34.41922782971875)	(145, 34.290290476005836)	(150, 34.20909441689538)
456L9_R1_001	(1, 35.987124897149215)	(2, 36.0429966317744)	(3, 36.279947287599384)	(4, 36.32984311680769)	(5, 36.33750962507315)	(6, 36.36594143115488)	(7, 36.322512661096226)	(8, 36.376770133453014)	(9, 36.376025647794926)	(10, 36.404032014643306)	(15, 36.39281664840653)	(20, 36.36780614332669)	(25, 36.30451694232876)	(30, 36.258739951423635)	(35, 36.22371679624765)	(40, 36.183242318641625)	(45, 36.14882261705189)	(50, 36.118107171614504)	(55, 36.08472409590313)	(60, 36.04424529526424)	(65, 36.01308155241979)	(70, 35.977988326711284)	(75, 35.95324610267038)	(80, 35.90052355997906)	(85, 35.86424023522578)	(90, 35.818997793383225)	(95, 35.77658080001408)	(100, 35.72396036009874)	(105, 35.66673371217622)	(110, 35.621590469087565)	(115, 35.55885208627586)	(120, 35.5015938021129)	(125, 35.44580173009315)	(130, 35.371599379155285)	(135, 35.23330021208161)	(140, 35.221729235142185)	(145, 35.14821886646338)	(150, 35.03848390247766)
456L9_R2_001	(1, 35.5832299875479)	(2, 35.920022957174474)	(3, 36.02408248302687)	(4, 35.98141546875756)	(5, 35.996857111114046)	(6, 35.97368686502018)	(7, 35.97874767348232)	(8, 36.01660693621272)	(9, 35.99408811506967)	(10, 36.017980923655024)	(15, 35.989991265933625)	(20, 35.96426997945184)	(25, 35.912454107651214)	(30, 35.85924616427085)	(35, 35.81709213890026)	(40, 35.77679213362021)	(45, 35.73004765236216)	(50, 35.67833015430917)	(55, 35.65079658205402)	(60, 35.594929016460526)	(65, 35.547381034095864)	(70, 35.49516994029155)	(75, 35.43637344843821)	(80, 35.387102555979425)	(85, 35.33854257692359)	(90, 35.28359575132771)	(95, 35.21826696982897)	(100, 35.18696270091653)	(105, 35.07591811097764)	(110, 35.038836026153795)	(115, 34.93441203453146)	(120, 34.895708977388225)	(125, 34.764884499122196)	(130, 34.666099557356645)	(135, 34.5752106846012)	(140, 34.46825041470315)	(145, 34.345598371547624)	(150, 34.27123896141611)
456M14_R1_001	(1, 35.986518146092955)	(2, 36.041427924547534)	(3, 36.27489031370706)	(4, 36.32860638606573)	(5, 36.34176928118558)	(6, 36.36885291577577)	(7, 36.32538083635994)	(8, 36.37714492629822)	(9, 36.38186499797998)	(10, 36.40767678238134)	(15, 36.39856087868691)	(20, 36.37772427900033)	(25, 36.32087625489791)	(30, 36.280314394982106)	(35, 36.24893868852915)	(40, 36.21482467742073)	(45, 36.184818771256495)	(50, 36.157241962773135)	(55, 36.12568852062627)	(60, 36.08938556777095)	(65, 36.06294668674337)	(70, 36.03420425047277)	(75, 36.00782985236101)	(80, 35.95954937338395)	(85, 35.927939375043806)	(90, 35.88613872174796)	(95, 35.849245638439726)	(100, 35.80013117969826)	(105, 35.74784882897794)	(110, 35.706276949101685)	(115, 35.64900907868913)	(120, 35.596261772775854)	(125, 35.54197703907108)	(130, 35.471463474926125)	(135, 35.33923602377888)	(140, 35.329574299362505)	(145, 35.26383037591348)	(150, 35.16244273509941)
456M14_R2_001	(1, 35.39352354371582)	(2, 35.811664906552686)	(3, 35.92306079051022)	(4, 35.876392589615975)	(5, 35.8965150175214)	(6, 35.86865658360203)	(7, 35.87442197831771)	(8, 35.91996153919673)	(9, 35.894219831774215)	(10, 35.920858381974504)	(15, 35.89640969146582)	(20, 35.87793074096389)	(25, 35.82696868631422)	(30, 35.780450337193486)	(35, 35.74083774009789)	(40, 35.70431928622348)	(45, 35.66014113453862)	(50, 35.611071795479326)	(55, 35.58459673663098)	(60, 35.53227802450092)	(65, 35.485533526202516)	(70, 35.43231866245305)	(75, 35.37738199361823)	(80, 35.334777976713795)	(85, 35.28473054057116)	(90, 35.23466835251712)	(95, 35.16993695447761)	(100, 35.142100497234445)	(105, 35.03121196671598)	(110, 35.002951667403366)	(115, 34.90163776454761)	(120, 34.873308144210625)	(125, 34.74452567475145)	(130, 34.65285514821729)	(135, 34.56699493089334)	(140, 34.46635887080706)	(145, 34.350480220073464)	(150, 34.27819394270967)
456M4_R1_001	(1, 36.1783954140141)	(2, 36.306901500683466)	(3, 36.53194908843563)	(4, 36.57320349734894)	(5, 36.58286420695956)	(6, 36.603342137004326)	(7, 36.57393910241652)	(8, 36.62045177566251)	(9, 36.62755809484664)	(10, 36.6490420173496)	(15, 36.65757772265473)	(20, 36.640519169714395)	(25, 36.56185567328222)	(30, 36.51572682761717)	(35, 36.484464898012284)	(40, 36.44947790281368)	(45, 36.41625169756524)	(50, 36.38582481612879)	(55, 36.351277762309664)	(60, 36.31401056910922)	(65, 36.28377958420491)	(70, 36.25060203948779)	(75, 36.22127882698745)	(80, 36.17143110413568)	(85, 36.13465121662565)	(90, 36.08883057871692)	(95, 36.04907509187615)	(100, 35.99589853918576)	(105, 35.94191048981502)	(110, 35.89758956843649)	(115, 35.84335539399376)	(120, 35.78839918298393)	(125, 35.73599104855291)	(130, 35.66964580621224)	(135, 35.548497359133904)	(140, 35.53326884985372)	(145, 35.46920771508282)	(150, 35.37612808413557)
456M4_R2_001	(1, 35.514041908373)	(2, 35.96330342600978)	(3, 36.11335656320546)	(4, 36.079800344428754)	(5, 36.119427265023596)	(6, 36.08396717029184)	(7, 36.09002454403749)	(8, 36.13858069826451)	(9, 36.11971656259707)	(10, 36.15775102418397)	(15, 36.14040468941174)	(20, 36.12391930630885)	(25, 36.00863413442715)	(30, 35.94676039246)	(35, 35.91088778604461)	(40, 35.87778367639357)	(45, 35.83542283884913)	(50, 35.791806632770154)	(55, 35.762726921540875)	(60, 35.71186196883646)	(65, 35.66397610689511)	(70, 35.613189910032375)	(75, 35.555917823599984)	(80, 35.51131861206784)	(85, 35.45955954954042)	(90, 35.40292192117214)	(95, 35.336477904747554)	(100, 35.30254911669114)	(105, 35.19658156370069)	(110, 35.160754000943626)	(115, 35.06616217211831)	(120, 35.028846841056044)	(125, 34.908299850689005)	(130, 34.81515390343441)	(135, 34.73027512434438)	(140, 34.626877328264)	(145, 34.5126977591956)	(150, 34.43947552414475)
456M9_R1_001	(1, 36.681384175933545)	(2, 36.89757034082748)	(3, 37.09523661491303)	(4, 37.119319384334005)	(5, 37.122328038516464)	(6, 37.128022147126956)	(7, 37.12227165779621)	(8, 37.15571311057653)	(9, 37.162230790664175)	(10, 37.1786468604198)	(15, 37.218302673042636)	(20, 37.21216982721804)	(25, 37.101262228393196)	(30, 37.049616387414815)	(35, 37.023592974101916)	(40, 36.988408284513056)	(45, 36.94789609291359)	(50, 36.912818039169174)	(55, 36.873852227910255)	(60, 36.83747962006162)	(65, 36.804229643778235)	(70, 36.771692278502634)	(75, 36.74545801391428)	(80, 36.69669883139916)	(85, 36.66236064412363)	(90, 36.61805314103704)	(95, 36.57922271233363)	(100, 36.52811865394271)	(105, 36.47663759608668)	(110, 36.43116254750922)	(115, 36.37620075161293)	(120, 36.31861794622988)	(125, 36.266428854356384)	(130, 36.19746815579066)	(135, 36.074590499888785)	(140, 36.037624236895844)	(145, 35.949380368428216)	(150, 35.84021279448889)
456M9_R2_001	(1, 35.99200219695535)	(2, 36.53793195059282)	(3, 36.67964681235567)	(4, 36.68388936118178)	(5, 36.721108781064885)	(6, 36.692095136242315)	(7, 36.728890926420696)	(8, 36.76304760563183)	(9, 36.760837630523085)	(10, 36.79400573718279)	(15, 36.79146651702165)	(20, 36.784572720747725)	(25, 36.57147974096758)	(30, 36.49794170795612)	(35, 36.465640120772896)	(40, 36.43589788562549)	(45, 36.40198418839121)	(50, 36.361096740942)	(55, 36.336044234603904)	(60, 36.28675601395305)	(65, 36.243574083406074)	(70, 36.198237021336)	(75, 36.1454292672032)	(80, 36.10144240580376)	(85, 36.05171689330416)	(90, 35.993208629657126)	(95, 35.925533480339986)	(100, 35.89224874646101)	(105, 35.79291080409461)	(110, 35.74914176843205)	(115, 35.6570943177755)	(120, 35.594746234565136)	(125, 35.47310183092231)	(130, 35.37133040948921)	(135, 35.266490787115)	(140, 35.144578417322634)	(145, 35.003604488845966)	(150, 34.908671721851135)
45C14_R1_001	(1, 35.995328247364576)	(2, 36.02933479223152)	(3, 36.26530542764978)	(4, 36.31968311520788)	(5, 36.329285426748214)	(6, 36.355179556175095)	(7, 36.31057792606337)	(8, 36.353714616018394)	(9, 36.34917284444482)	(10, 36.38829495844756)	(15, 36.37488651350337)	(20, 36.34043501729736)	(25, 36.27391414587994)	(30, 36.2202881103265)	(35, 36.17600506516338)	(40, 36.13280699934883)	(45, 36.07529684175442)	(50, 36.05429979349088)	(55, 36.000245272267236)	(60, 35.95584049463836)	(65, 35.90322139725754)	(70, 35.860937212842465)	(75, 35.86616010829724)	(80, 35.80896341836953)	(85, 35.77101844732841)	(90, 35.70722350049192)	(95, 35.6700036913781)	(100, 35.613314284855655)	(105, 35.555289593497626)	(110, 35.50216335982025)	(115, 35.453431652395544)	(120, 35.38111270093606)	(125, 35.32924848144397)	(130, 35.24646020167975)	(135, 35.11238676437628)	(140, 35.08952550187453)	(145, 35.024645796352566)	(150, 34.91540754737085)
45C14_R2_001	(1, 35.682195305529575)	(2, 35.958874443863365)	(3, 36.069604070540315)	(4, 35.996159831943)	(5, 36.00544071093021)	(6, 35.988236818979885)	(7, 35.97775548029894)	(8, 35.9988358446368)	(9, 35.97762161136377)	(10, 35.9982346428216)	(15, 35.968383803708214)	(20, 35.93672477776338)	(25, 35.875467824118076)	(30, 35.81577390062238)	(35, 35.76552000673338)	(40, 35.71010329028617)	(45, 35.6640323803105)	(50, 35.597972179849656)	(55, 35.561675425414776)	(60, 35.499203385265865)	(65, 35.439820355034286)	(70, 35.39467485347709)	(75, 35.33207410370598)	(80, 35.26833580423444)	(85, 35.230992224148295)	(90, 35.16975735782652)	(95, 35.107418051774076)	(100, 35.087223481577944)	(105, 34.95716531373929)	(110, 34.92214678697218)	(115, 34.821473859148234)	(120, 34.771819569894035)	(125, 34.63132110670731)	(130, 34.53695177702606)	(135, 34.43895515611335)	(140, 34.31868438360027)	(145, 34.18610586510908)	(150, 34.102865562279476)
45C9_R1_001	(1, 36.72612646650926)	(2, 36.964030036941296)	(3, 37.15369205190264)	(4, 37.170492338928874)	(5, 37.168504863730305)	(6, 37.17011137724538)	(7, 37.16457959181204)	(8, 37.20065507263195)	(9, 37.20799639805825)	(10, 37.21991539088562)	(15, 37.264449699672035)	(20, 37.261608841178635)	(25, 37.14503813929398)	(30, 37.092912914130615)	(35, 37.06666332116369)	(40, 37.02974201803503)	(45, 36.98875782184009)	(50, 36.95274931455461)	(55, 36.912391548856235)	(60, 36.874332322924225)	(65, 36.84085487532942)	(70, 36.80259289175457)	(75, 36.77278462828008)	(80, 36.72190315732216)	(85, 36.68325206860178)	(90, 36.64015627382061)	(95, 36.594368297535894)	(100, 36.54310045458889)	(105, 36.48653099382609)	(110, 36.44035643272453)	(115, 36.383787991294675)	(120, 36.32690296297682)	(125, 36.27164281856983)	(130, 36.2054792617834)	(135, 36.0917282588326)	(140, 36.059987160885576)	(145, 35.98818129385162)	(150, 35.8916459729012)
45C9_R2_001	(1, 35.93687343928646)	(2, 36.54459223154047)	(3, 36.687108417931434)	(4, 36.696883988822286)	(5, 36.748761426470196)	(6, 36.70175208770027)	(7, 36.754816152103295)	(8, 36.78394112646595)	(9, 36.791216139244014)	(10, 36.81315269932243)	(15, 36.81390765538078)	(20, 36.8064217526993)	(25, 36.575732841574265)	(30, 36.49747995134534)	(35, 36.46802537399718)	(40, 36.43786564228561)	(45, 36.40424187000772)	(50, 36.35959931030366)	(55, 36.335387386281376)	(60, 36.28400964580197)	(65, 36.23641331687914)	(70, 36.18816565661227)	(75, 36.13193145557271)	(80, 36.08639842453693)	(85, 36.03558942703071)	(90, 35.973894244991854)	(95, 35.9049068895369)	(100, 35.864868768725344)	(105, 35.76611960225405)	(110, 35.71930827170756)	(115, 35.62814389441414)	(120, 35.56566681680358)	(125, 35.44899338632147)	(130, 35.351844393338396)	(135, 35.24991522174356)	(140, 35.13536501696405)	(145, 34.999321594725096)	(150, 34.91655421333429)
45H14_R1_001	(1, 36.536341770918355)	(2, 36.734262876359395)	(3, 36.93105042917064)	(4, 36.964103953368806)	(5, 36.96809613669881)	(6, 36.97598161353312)	(7, 36.95322852611969)	(8, 36.98896733046062)	(9, 36.98844493188843)	(10, 37.01010297716515)	(15, 37.04640322395767)	(20, 37.03212693613237)	(25, 36.920134251205866)	(30, 36.859188408960314)	(35, 36.82496342969971)	(40, 36.78347975588188)	(45, 36.736448202826764)	(50, 36.6959635402707)	(55, 36.64430950125872)	(60, 36.60457895096457)	(65, 36.56934273522751)	(70, 36.5311030850692)	(75, 36.50613706311192)	(80, 36.45029154630138)	(85, 36.41309409036215)	(90, 36.359230210447045)	(95, 36.31990112937622)	(100, 36.25981445516427)	(105, 36.20613124386706)	(110, 36.15027014150792)	(115, 36.096059859174275)	(120, 36.030946360163675)	(125, 35.975947380798424)	(130, 35.900357918229425)	(135, 35.77522469565909)	(140, 35.74732495287398)	(145, 35.67400965759958)	(150, 35.577560853113035)
45H14_R2_001	(1, 36.067556045702034)	(2, 36.53704605422928)	(3, 36.66162259215409)	(4, 36.64779087116763)	(5, 36.66472631387321)	(6, 36.6494479424809)	(7, 36.67536267736896)	(8, 36.69855810206636)	(9, 36.6906089922428)	(10, 36.71610844320158)	(15, 36.70304894827683)	(20, 36.68556611251561)	(25, 36.53790307804984)	(30, 36.46408563154835)	(35, 36.41836937718132)	(40, 36.37796508527754)	(45, 36.334050897963884)	(50, 36.28122402775273)	(55, 36.24749039331215)	(60, 36.19077986255381)	(65, 36.13451190376943)	(70, 36.07852717312658)	(75, 36.013280018169276)	(80, 35.96251531552175)	(85, 35.90405796586615)	(90, 35.83814080300352)	(95, 35.76302072040544)	(100, 35.72205625550954)	(105, 35.61256757404749)	(110, 35.56117651583194)	(115, 35.46116960847896)	(120, 35.3999165783779)	(125, 35.271378686853)	(130, 35.164975346617105)	(135, 35.05926625136141)	(140, 34.938942221299115)	(145, 34.80023508469135)	(150, 34.71107817272724)
67C9_R1_001	(1, 35.95692301492188)	(2, 36.00787545981427)	(3, 36.25088424928466)	(4, 36.302862228343486)	(5, 36.31681187019583)	(6, 36.34988246843585)	(7, 36.305891658499725)	(8, 36.35458623819322)	(9, 36.35911496884304)	(10, 36.38755063366014)	(15, 36.37678466066835)	(20, 36.35192300656457)	(25, 36.28884745522853)	(30, 36.24436506861997)	(35, 36.21013527505097)	(40, 36.172674231699034)	(45, 36.13529627852929)	(50, 36.10488318252112)	(55, 36.068979197925316)	(60, 36.03291027727495)	(65, 36.00472207225503)	(70, 35.97720002800625)	(75, 35.954171233005184)	(80, 35.90382023548657)	(85, 35.872454555297594)	(90, 35.82718939565728)	(95, 35.79181797567132)	(100, 35.740845584677984)	(105, 35.69042243576065)	(110, 35.64518643382844)	(115, 35.5903809742426)	(120, 35.53252447622448)	(125, 35.482075605379954)	(130, 35.40670478711995)	(135, 35.27183922551184)	(140, 35.252217146552404)	(145, 35.17203599361205)	(150, 35.057469099793835)
67C9_R2_001	(1, 35.63292553399928)	(2, 35.91383098669498)	(3, 36.01984247037475)	(4, 35.96437619869288)	(5, 35.96978982863996)	(6, 35.939092983559696)	(7, 35.9398729058219)	(8, 35.992885240646736)	(9, 35.968560794099965)	(10, 35.99339121045532)	(15, 35.96601335757323)	(20, 35.94276722621609)	(25, 35.89354153051224)	(30, 35.84205875891051)	(35, 35.8017604012695)	(40, 35.75986665270068)	(45, 35.71551747224585)	(50, 35.665605214661085)	(55, 35.63809403490865)	(60, 35.58612697606152)	(65, 35.53789592035377)	(70, 35.48838826775542)	(75, 35.429815037985804)	(80, 35.38448890716353)	(85, 35.33776842502503)	(90, 35.284317851704635)	(95, 35.22117940700651)	(100, 35.1931535937061)	(105, 35.085659486998914)	(110, 35.0522581902052)	(115, 34.95559248555718)	(120, 34.92144784363891)	(125, 34.795337069605765)	(130, 34.7050648517572)	(135, 34.621570268869355)	(140, 34.521511117722675)	(145, 34.40792650437523)	(150, 34.332718607130715)
6C14_R1_001	(1, 36.15819548065488)	(2, 36.2478650365644)	(3, 36.48156086897895)	(4, 36.526212359713284)	(5, 36.53993582140277)	(6, 36.5668255537109)	(7, 36.53476468904642)	(8, 36.58004453370037)	(9, 36.5841377750179)	(10, 36.608537826458914)	(15, 36.612914274082286)	(20, 36.59458176777665)	(25, 36.52490651883923)	(30, 36.48084847116314)	(35, 36.448940598826276)	(40, 36.414869230338184)	(45, 36.38170322586548)	(50, 36.35372892807749)	(55, 36.31905996839725)	(60, 36.283503744704504)	(65, 36.2551031247924)	(70, 36.225162725887465)	(75, 36.198431953397844)	(80, 36.15094465692802)	(85, 36.1182839762577)	(90, 36.07645099177307)	(95, 36.040446987940165)	(100, 35.98930415625345)	(105, 35.938419382160916)	(110, 35.89279380769896)	(115, 35.84216307821894)	(120, 35.786299815683535)	(125, 35.7364035554186)	(130, 35.66473097480211)	(135, 35.5416076337308)	(140, 35.528400204059075)	(145, 35.463684449477654)	(150, 35.366052597298435)
6C14_R2_001	(1, 35.58518265772292)	(2, 36.01795102353385)	(3, 36.19516081192392)	(4, 36.149797952610015)	(5, 36.19635186696696)	(6, 36.17023536137576)	(7, 36.18139067073246)	(8, 36.22300659033476)	(9, 36.21141224414772)	(10, 36.23381781250289)	(15, 36.21517678483858)	(20, 36.196074378640205)	(25, 36.11435630682176)	(30, 36.062758833419984)	(35, 36.02560242808264)	(40, 35.990703678417525)	(45, 35.950418810778864)	(50, 35.90201735500219)	(55, 35.87820757574009)	(60, 35.826098343210354)	(65, 35.78077337850329)	(70, 35.73080689105888)	(75, 35.67686975576848)	(80, 35.63394590563068)	(85, 35.5852385171804)	(90, 35.5346789713418)	(95, 35.4719233399901)	(100, 35.441686074007485)	(105, 35.33938788306172)	(110, 35.305797542163084)	(115, 35.212846645984214)	(120, 35.176909906377965)	(125, 35.054448177071876)	(130, 34.96090458637023)	(135, 34.87567027970171)	(140, 34.77160256136353)	(145, 34.6531529196573)	(150, 34.579478765660895)
789C4_R1_001	(1, 36.76709874857554)	(2, 37.026726714910836)	(3, 37.19075535604577)	(4, 37.235156321670466)	(5, 37.21933575986918)	(6, 37.24390454223817)	(7, 37.20117576717402)	(8, 37.226725282169795)	(9, 37.2287896053996)	(10, 37.26138624966347)	(15, 37.31587329522527)	(20, 37.302633217651966)	(25, 37.118070264614445)	(30, 37.02978979764351)	(35, 36.98419315615958)	(40, 36.91777727976364)	(45, 36.84033809694781)	(50, 36.7825709939224)	(55, 36.691211267075545)	(60, 36.625358179914215)	(65, 36.580297982337086)	(70, 36.53197119933897)	(75, 36.503907298660856)	(80, 36.436268396020736)	(85, 36.376494418404434)	(90, 36.31428175515482)	(95, 36.24880189703468)	(100, 36.16494856780426)	(105, 36.08433654787675)	(110, 36.00757760698458)	(115, 35.92258184853959)	(120, 35.835445628439786)	(125, 35.741252581339594)	(130, 35.63119929406496)	(135, 35.45456104556736)	(140, 35.376518304549855)	(145, 35.24062575713414)	(150, 35.09395381142262)
